Id,Name,Type,Details,ResponseDate,BillNumber
JAG1,Jessica Ann Giannino,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JAG1,2023-01-20T14:25:33.093,H1024
JAG1,Jessica Ann Giannino,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JAG1,2023-01-13T13:21:50.523,H1025
C_G1,Carlos González,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_G1,2023-01-18T16:17:08.377,H1026
C_G1,Carlos González,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_G1,2023-01-18T16:20:42.447,H1027
C_G1,Carlos González,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_G1,2023-01-18T13:45:40.937,H1028
KIG1,Kenneth I. Gordon,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/KIG1,2023-01-09T16:08:33.18,H1029
BJA1,Bruce J. Ayers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BJA1,2023-01-18T10:58:54.233,H103
DWG1,Danielle W. Gregoire,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DWG1,2023-01-17T17:13:04.097,H1030
DWG1,Danielle W. Gregoire,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DWG1,2023-01-18T20:45:51.39,H1031
PAH1,Patricia A. Haddad,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PAH1,2023-01-18T13:56:57.863,H1032
PAH1,Patricia A. Haddad,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PAH1,2023-01-18T14:34:34.107,H1033
PAH1,Patricia A. Haddad,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PAH1,2023-01-18T14:39:40.82,H1034
JKH1,James K. Hawkins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JKH1,2023-01-19T08:14:21.933,H1035
JKH1,James K. Hawkins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JKH1,2023-01-19T08:15:36.683,H1036
N_H1,Natalie M. Higgins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/N_H1,2023-01-18T12:29:42.55,H1037
N_H1,Natalie M. Higgins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/N_H1,2023-01-17T11:57:04.637,H1038
N_H1,Natalie M. Higgins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/N_H1,2023-01-17T12:14:04.643,H1039
MSD1,Michael S. Day,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MSD1,2023-01-20T16:05:16.237,H104
KGH1,Kevin G. Honan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/KGH1,2023-01-19T00:01:37.407,H1040
KGH1,Kevin G. Honan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/KGH1,2023-01-19T00:03:21.257,H1041
V_H1,Vanna Howard,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/V_H1,2023-01-10T12:02:58.38,H1042
V_H1,Vanna Howard,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/V_H1,2023-01-10T11:57:51.61,H1043
SSH1,Steven S. Howitt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SSH1,2023-01-16T17:06:16.423,H1044
SSH1,Steven S. Howitt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SSH1,2023-01-16T17:08:48.913,H1045
SSH1,Steven S. Howitt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SSH1,2023-01-16T17:12:04.91,H1046
SSH1,Steven S. Howitt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SSH1,2023-01-19T23:14:58.453,H1047
djh1,Daniel J. Hunt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/djh1,2023-01-17T19:35:37.4,H1048
djh1,Daniel J. Hunt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/djh1,2023-01-17T20:46:24.22,H1049
DMD1,Daniel M. Donahue,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMD1,2023-01-19T10:44:26.813,H105
djh1,Daniel J. Hunt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/djh1,2023-01-19T19:36:21,H1050
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-17T12:24:42.937,H1051
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-17T13:49:25.93,H1052
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-17T13:57:40.803,H1053
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-17T14:13:06.54,H1054
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-17T13:50:35.21,H1055
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-17T13:35:15.787,H1056
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-18T09:32:39.367,H1057
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-17T16:52:07.033,H1058
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-17T16:51:30.663,H1059
DMD1,Daniel M. Donahue,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMD1,2023-01-19T21:10:28.187,H106
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-17T16:50:58.573,H1060
HEK1,Hannah Kane,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/HEK1,2023-01-18T10:33:22.193,H1061
HEK1,Hannah Kane,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/HEK1,2023-01-10T14:33:24.053,H1062
HEK1,Hannah Kane,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/HEK1,2023-01-10T16:03:39.887,H1063
PJK1,Patrick Joseph Kearney,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PJK1,2023-01-18T17:15:00.317,H1064
MSK1,Mary S. Keefe,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MSK1,2023-01-16T13:17:10.167,H1065
SPK1,Sally P. Kerans,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SPK1,2023-01-12T16:28:32.857,H1066
SPK1,Sally P. Kerans,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SPK1,2023-01-17T18:27:51.823,H1067
K_K1,Kay Khan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/K_K1,2023-01-10T12:57:43.853,H1068
K_K1,Kay Khan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/K_K1,2023-01-17T23:44:09.733,H1069
CMG1,Colleen M. Garry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/CMG1,2023-01-11T14:57:34.117,H107
M_K1,Meghan Kilcoyne,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/M_K1,2023-01-19T12:35:10.85,H1070
M_K1,Meghan Kilcoyne,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/M_K1,2023-01-18T12:42:32.423,H1071
M_K1,Meghan Kilcoyne,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/M_K1,2023-01-18T11:50:00.567,H1072
M_K1,Meghan Kilcoyne,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/M_K1,2023-01-18T11:48:18.203,H1073
M_K1,Meghan Kilcoyne,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/M_K1,2023-01-18T15:07:14.26,H1074
MPK1,Michael P. Kushmerek,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MPK1,2023-01-19T16:10:09.333,H1075
JJL2,"John J. Lawn, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJL2,2023-01-18T13:44:08.683,H1076
JJL2,"John J. Lawn, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJL2,2023-01-18T13:48:37.72,H1077
JJL2,"John J. Lawn, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJL2,2023-01-18T13:52:32.367,H1078
JJL2,"John J. Lawn, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJL2,2023-01-18T14:04:07.017,H1079
CMG1,Colleen M. Garry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/CMG1,2023-01-18T10:40:27.6,H108
JJL2,"John J. Lawn, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJL2,2023-01-18T14:27:18.68,H1080
JJL2,"John J. Lawn, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJL2,2023-01-19T13:50:32.977,H1081
DAL1,David Henry Argosky LeBoeuf,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DAL1,2023-01-11T13:00:08.593,H1082
DAL1,David Henry Argosky LeBoeuf,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DAL1,2023-01-20T11:48:59.123,H1083
JPL1,Jack Patrick Lewis,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JPL1,2023-01-18T18:03:03.52,H1084
JPL1,Jack Patrick Lewis,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JPL1,2023-01-19T12:07:51.067,H1085
KLG1,Kate Lipper-Garabedian,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/KLG1,2023-01-18T16:25:04.143,H1086
KLG1,Kate Lipper-Garabedian,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/KLG1,2023-01-20T14:25:57.38,H1087
J_L1,Jay D. Livingstone,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_L1,2023-01-18T16:23:22.557,H1088
J_L1,Jay D. Livingstone,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_L1,2023-01-19T13:53:31.217,H1089
JKH1,James K. Hawkins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JKH1,2023-01-20T10:52:54.483,H109
J_L1,Jay D. Livingstone,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_L1,2023-01-20T15:14:50.37,H1090
CMM1,Christopher M. Markey,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/CMM1,2023-01-20T11:14:40.593,H1091
JDM1,Joseph D. McKenna,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JDM1,2023-01-11T20:10:15.63,H1092
P_M1,Paul McMurtry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/P_M1,2023-01-19T16:27:34.377,H1093
P_M1,Paul McMurtry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/P_M1,2023-01-19T11:21:47.383,H1094
P_M1,Paul McMurtry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/P_M1,2023-01-19T13:30:23.95,H1095
FAM1,Frank A. Moran,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/FAM1,2023-01-13T11:12:48.19,H1096
FAM1,Frank A. Moran,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/FAM1,2023-01-13T11:15:19.233,H1097
FAM1,Frank A. Moran,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/FAM1,2023-01-13T11:17:51.737,H1098
FAM1,Frank A. Moran,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/FAM1,2023-01-19T10:06:12.737,H1099
,Public Employee Retirement Administration Commission,4.0,,2023-03-06T14:59:23.327,H11
REH1,Russell E. Holmes,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/REH1,2023-01-20T11:06:18.86,H110
MJM2,Mathew J. Muratore,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MJM2,2023-01-10T14:51:18.047,H1100
JMM1,James M. Murphy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JMM1,2023-01-18T12:01:20.17,H1101
JMM1,James M. Murphy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JMM1,2023-01-12T12:07:31.973,H1102
JMM1,James M. Murphy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JMM1,2023-01-12T11:26:13.717,H1103
JMM1,James M. Murphy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JMM1,2023-01-19T11:42:32.307,H1104
JMM1,James M. Murphy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JMM1,2023-01-19T11:39:03.373,H1105
JMM1,James M. Murphy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JMM1,2023-01-19T10:57:29.657,H1106
TTN1,Tram T. Nguyen,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TTN1,2023-01-14T17:21:42.07,H1107
JJO1,James J. O'Day,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJO1,2023-01-19T23:13:04.647,H1108
JAP1,Jerald A. Parisella,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JAP1,2023-01-19T11:33:54.05,H1109
djh1,Daniel J. Hunt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/djh1,2023-01-17T18:41:07.563,H111
AHP1,Alice Hanlon Peisch,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AHP1,2023-01-12T12:32:27.92,H1110
AHP1,Alice Hanlon Peisch,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AHP1,2023-01-12T12:33:17.317,H1111
AHP1,Alice Hanlon Peisch,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AHP1,2023-01-11T10:55:13.023,H1112
AHP1,Alice Hanlon Peisch,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AHP1,2023-01-11T11:13:42.347,H1113
AHP1,Alice Hanlon Peisch,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AHP1,2023-01-10T14:13:56.36,H1114
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-19T12:18:32.44,H1115
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-11T12:43:20.25,H1116
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-17T16:22:28.913,H1117
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-19T12:00:57.64,H1118
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-19T12:43:47.297,H1119
HEK1,Hannah Kane,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/HEK1,2023-01-10T15:56:36.967,H112
WSP1,Smitty Pignatelli,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/WSP1,2023-01-09T12:04:33.467,H1120
AJP1,"Angelo J. Puppolo, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJP1,2023-01-12T12:01:50.167,H1121
AJP1,"Angelo J. Puppolo, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJP1,2023-01-18T16:25:38.337,H1122
AJP1,"Angelo J. Puppolo, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJP1,2023-01-18T16:30:09.257,H1123
AJP1,"Angelo J. Puppolo, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJP1,2023-01-19T15:44:52.63,H1124
D_R1,David Allen Robertson,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/D_R1,2023-01-18T16:46:57.34,H1125
DMR1,David M. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMR1,2023-01-18T15:14:05.797,H1126
DMR1,David M. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMR1,2023-01-18T15:08:20.883,H1127
DMR1,David M. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMR1,2023-01-18T15:06:04.81,H1128
JNR1,Jeffrey N. Roy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JNR1,2023-01-04T15:53:39.487,H1129
PJK1,Patrick Joseph Kearney,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PJK1,2023-01-19T20:42:52.813,H113
JNR1,Jeffrey N. Roy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JNR1,2023-01-13T14:17:22.993,H1130
JNR1,Jeffrey N. Roy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JNR1,2023-01-12T15:41:26.01,H1131
JNR1,Jeffrey N. Roy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JNR1,2023-01-04T11:32:09.32,H1132
JNR1,Jeffrey N. Roy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JNR1,2023-01-04T11:13:47.8,H1133
djr1,Daniel J. Ryan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/djr1,2023-01-19T15:37:27.107,H1134
djr1,Daniel J. Ryan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/djr1,2023-01-19T16:05:07.65,H1135
djr1,Daniel J. Ryan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/djr1,2023-01-19T16:06:35.047,H1136
L_S1,Lindsay N. Sabadosa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_S1,2023-01-18T15:52:15.857,H1137
L_S1,Lindsay N. Sabadosa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_S1,2023-01-19T12:44:37.59,H1138
L_S1,Lindsay N. Sabadosa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_S1,2023-01-19T13:23:21.2,H1139
MPK1,Michael P. Kushmerek,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MPK1,2023-01-13T12:55:11.623,H114
L_S1,Lindsay N. Sabadosa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_S1,2023-01-09T17:53:25.36,H1140
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-19T18:59:47.357,H1141
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-19T14:56:57.9,H1142
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-17T16:50:29.62,H1143
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-17T16:50:10.623,H1144
AJS1,Adam Scanlon,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJS1,2023-01-13T17:36:28.077,H1145
AJS1,Adam Scanlon,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJS1,2023-01-20T14:18:53.193,H1146
DAS1,Danillo A. Sena,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DAS1,2023-01-19T11:01:48.747,H1147
A_S1,Alan Silvia,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/A_S1,2023-01-12T11:20:10.333,H1148
A_S1,Alan Silvia,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/A_S1,2023-01-18T11:12:51.36,H1149
SCO1,Steven Owens,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SCO1,2023-01-10T16:14:49.613,H115
A_S1,Alan Silvia,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/A_S1,2023-01-18T11:27:11.103,H1150
TMS2,Todd M. Smola,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TMS2,2023-01-12T16:38:35.877,H1151
TMS2,Todd M. Smola,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TMS2,2023-01-12T16:37:32.043,H1152
TMS2,Todd M. Smola,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TMS2,2023-01-12T16:15:33.887,H1153
C_T1,Chynah Tyler,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_T1,2023-01-20T13:15:30.217,H1154
C_T1,Chynah Tyler,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_T1,2023-01-20T14:14:26.433,H1155
AXV1,Andres X. Vargas,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AXV1,2023-01-18T12:59:36.43,H1156
AXV1,Andres X. Vargas,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AXV1,2023-01-12T15:23:43.877,H1157
AXV1,Andres X. Vargas,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AXV1,2023-01-17T16:46:22.727,H1158
T_V1,Tommy Vitolo,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/T_V1,2023-01-19T13:13:31.26,H1159
DMR1,David M. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMR1,2023-01-19T16:30:13.16,H116
TJW1,Thomas P. Walsh,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TJW1,2023-01-18T12:09:19.603,H1160
BLW1,Bud L. Williams,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BLW1,2023-01-19T12:00:34.26,H1161
CJW1,Christopher J. Worrell,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/CJW1,2023-01-20T15:19:36.863,H1162
JDZ1,Jonathan D. Zlotnik,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JDZ1,2023-01-18T14:20:32.02,H1163
RBB1,Ruth B. Balser,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/RBB1,2023-01-19T11:28:52.913,H1164
RBB1,Ruth B. Balser,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/RBB1,2023-01-19T11:47:34.62,H1165
RBB1,Ruth B. Balser,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/RBB1,2023-01-20T12:42:45.793,H1166
