Id,Name,Type,Details,ResponseDate,BillNumber
ACM1,Adrian C. Madaro,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ACM1,2023-01-20T12:15:44.633,H2233
JJM2,John J. Mahoney,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJM2,2023-01-17T13:09:49.397,H2234
JDM1,Joseph D. McKenna,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JDM1,2023-01-11T20:36:03.547,H2235
JDM1,Joseph D. McKenna,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JDM1,2023-01-11T21:07:03.63,H2236
P_M1,Paul McMurtry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/P_M1,2023-01-18T11:36:45.573,H2237
L_M1,Lenny Mirra,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_M1,2023-01-11T14:33:05.253,H2238
L_M1,Lenny Mirra,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_M1,2023-01-11T14:34:53.913,H2239
BLW1,Bud L. Williams,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BLW1,2023-01-14T04:35:11.847,H224
S_M1,Samantha Montaño,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/S_M1,2023-01-17T15:57:07.76,H2240
FAM1,Frank A. Moran,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/FAM1,2023-01-20T15:38:49.04,H2241
DKM1,"David K. Muradian, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DKM1,2023-01-19T10:14:29.423,H2242
BWM1,Brian W. Murray,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BWM1,2023-01-17T14:53:35.303,H2243
BWM1,Brian W. Murray,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BWM1,2023-01-17T16:29:04.873,H2244
TTN1,Tram T. Nguyen,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TTN1,2023-01-14T21:18:08.21,H2245
JJO1,James J. O'Day,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJO1,2023-01-19T00:21:03.55,H2246
SKP1,Sarah K. Peake,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SKP1,2023-01-11T15:48:14.363,H2247
AHP1,Alice Hanlon Peisch,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AHP1,2023-01-11T09:48:36.647,H2248
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-11T12:41:31.92,H2249
SGX1,Steven George Xiarhos,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SGX1,2023-01-06T11:50:04.213,H225
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-19T11:51:28.623,H2250
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-20T10:10:52.2,H2251
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-20T11:47:43.537,H2252
WSP1,Smitty Pignatelli,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/WSP1,2023-01-09T12:47:23.967,H2253
WSP1,Smitty Pignatelli,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/WSP1,2023-01-17T13:52:02.527,H2254
WSP1,Smitty Pignatelli,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/WSP1,2023-01-18T11:03:46.377,H2255
WSP1,Smitty Pignatelli,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/WSP1,2023-01-18T11:46:11.867,H2256
D_R1,David Allen Robertson,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/D_R1,2023-01-19T22:16:17.233,H2257
DMR1,David M. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMR1,2023-01-18T15:05:32.393,H2258
DMR1,David M. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMR1,2023-01-18T15:03:47.293,H2259
J_A1,James Arciero,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_A1,2023-01-12T15:19:41.36,H226
DMR1,David M. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMR1,2023-01-18T14:50:41.313,H2260
DMR1,David M. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMR1,2023-01-19T13:02:09.377,H2261
JHR1,John H. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JHR1,2023-01-19T13:17:27.617,H2262
JNR1,Jeffrey N. Roy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JNR1,2023-01-04T11:36:20.447,H2263
L_S1,Lindsay N. Sabadosa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_S1,2023-01-18T16:26:10.5,H2264
L_S1,Lindsay N. Sabadosa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_S1,2023-01-09T18:03:56.44,H2265
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-17T16:58:42.62,H2266
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-17T16:57:35.947,H2267
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-17T16:54:53.53,H2268
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-19T16:43:46.813,H2269
AFC1,Antonio F. D. Cabral,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AFC1,2023-01-20T14:16:59.667,H227
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-17T16:54:02.287,H2270
J_S2,Jon Santiago,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_S2,2023-01-17T16:53:16.983,H2271
ALS1,Aaron L. Saunders,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ALS1,2023-01-19T08:49:34.567,H2272
D_S1,Dawne Shand,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/D_S1,2023-01-20T14:19:16.87,H2273
TMS2,Todd M. Smola,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TMS2,2023-01-12T16:43:35.047,H2274
PSS1,Priscila S. Sousa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PSS1,2023-01-20T15:12:35.177,H2275
TMS1,Thomas M. Stanley,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TMS1,2023-01-17T11:23:28.037,H2276
AMS2,Alyson M. Sullivan-Almeida,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AMS2,2023-01-18T13:45:33.013,H2277
C_T1,Chynah Tyler,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_T1,2023-01-20T15:38:04.603,H2278
AXV1,Andres X. Vargas,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AXV1,2023-01-18T09:32:15.427,H2279
AFC1,Antonio F. D. Cabral,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AFC1,2023-01-20T14:33:05.803,H228
AXV1,Andres X. Vargas,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AXV1,2023-01-17T15:42:37.543,H2280
AXV1,Andres X. Vargas,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AXV1,2023-01-10T10:44:08.347,H2281
MSV1,Marcus S. Vaughn,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MSV1,2023-01-18T11:11:40.123,H2282
DTV1,David T. Vieira,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DTV1,2023-01-19T12:41:16.68,H2283
T_V1,Tommy Vitolo,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/T_V1,2023-01-19T17:27:07.453,H2284
J_A1,James Arciero,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_A1,2023-01-11T15:44:51.667,H2285
J_A1,James Arciero,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_A1,2023-01-17T15:36:53.16,H2286
BJA1,Bruce J. Ayers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BJA1,2023-01-18T10:59:49.233,H2287
RBB1,Ruth B. Balser,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/RBB1,2023-01-19T13:10:14.803,H2288
RBB1,Ruth B. Balser,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/RBB1,2023-01-18T12:17:16.537,H2289
JSC1,Josh S. Cutler,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JSC1,2023-01-05T15:49:21.14,H229
RBB1,Ruth B. Balser,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/RBB1,2023-01-18T12:21:55.493,H2290
CPB2,Christine P. Barber,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/CPB2,2023-01-18T15:38:49.85,H2291
CPB2,Christine P. Barber,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/CPB2,2023-01-12T14:18:52.113,H2292
FJB1,F. Jay Barrows,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/FJB1,2023-01-17T11:19:35.73,H2293
D_B1,David Biele,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/D_B1,2023-01-19T15:27:08.503,H2294
AFC1,Antonio F. D. Cabral,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AFC1,2023-01-18T22:52:15.16,H2295
AFC1,Antonio F. D. Cabral,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AFC1,2023-01-20T14:07:36.143,H2296
DFC1,Daniel Cahill,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DFC1,2023-01-19T23:27:37.013,H2297
G_C2,Gerard J. Cassidy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/G_C2,2023-01-18T12:18:00.003,H2298
R_C1,Rob Consalvo,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/R_C1,2023-01-17T16:05:08.07,H2299
,Massachusetts Teachers' Retirement System,4.0,,2023-03-07T16:44:14.68,H23
RMH1,Richard M. Haggerty,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/RMH1,2023-01-20T12:15:33.083,H230
R_C1,Rob Consalvo,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/R_C1,2023-01-19T14:55:13.05,H2300
E_C1,Edward F. Coppinger,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/E_C1,2023-01-11T14:22:39.003,H2301
JSC1,Josh S. Cutler,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JSC1,2023-01-10T14:35:10.023,H2302
MSD1,Michael S. Day,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MSD1,2023-01-20T15:00:08.54,H2303
MSD1,Michael S. Day,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MSD1,2023-01-20T16:16:38.017,H2304
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-10T15:30:06.653,H2305
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-10T15:34:46.62,H2306
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-10T15:37:39.257,H2307
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-10T15:50:49.627,H2308
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-11T10:14:30.247,H2309
djh1,Daniel J. Hunt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/djh1,2023-01-17T18:46:53.403,H231
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-10T15:55:26.9,H2310
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-11T14:49:11.1,H2311
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-11T21:28:09.003,H2312
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-11T20:52:24.66,H2313
MCD1,Marjorie C. Decker,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MCD1,2023-01-19T19:44:45.783,H2314
DFD1,David F. DeCoste,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DFD1,2023-01-19T14:32:07.56,H2315
DFD1,David F. DeCoste,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DFD1,2023-01-19T15:06:40.063,H2316
CAD1,Carol A. Doherty,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/CAD1,2023-01-19T11:44:18.973,H2317
M_D2,Mindy Domb,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/M_D2,2023-01-13T12:42:49.65,H2318
M_D2,Mindy Domb,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/M_D2,2023-01-20T14:28:59.19,H2319
BHJ1,"Bradley H. Jones, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BHJ1,2023-01-18T11:04:53.193,H232
M_D2,Mindy Domb,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/M_D2,2023-01-20T14:57:05.32,H2320
DMD1,Daniel M. Donahue,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMD1,2023-01-18T20:11:21.337,H2321
PJD2,Peter J. Durant,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PJD2,2023-01-17T15:28:19.383,H2322
PJD2,Peter J. Durant,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PJD2,2023-01-19T13:34:11.323,H2323
AMF1,Ann-Margaret Ferrante,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AMF1,2023-01-18T16:12:15.887,H2324
BFO1,Brandy Fluker Oakley,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BFO1,2023-01-19T20:29:06.533,H2325
BFO1,Brandy Fluker Oakley,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/BFO1,2023-01-19T22:58:47.26,H2326
PKF1,Paul K. Frost,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PKF1,2023-01-20T14:11:32.937,H2327
PKF1,Paul K. Frost,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PKF1,2023-01-20T14:49:04.007,H2328
WCG1,William C. Galvin,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/WCG1,2023-01-10T13:48:02.797,H2329
AJP1,"Angelo J. Puppolo, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJP1,2023-01-11T14:51:00.21,H233
DCG1,Denise C. Garlick,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DCG1,2023-01-18T18:51:36.797,H2330
CMG1,Colleen M. Garry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/CMG1,2023-01-10T14:57:33.227,H2331
CMG1,Colleen M. Garry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/CMG1,2023-01-10T14:46:32.13,H2332
C_G1,Carlos González,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_G1,2023-01-19T11:57:02.297,H2333
C_G1,Carlos González,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_G1,2023-01-17T14:27:19.313,H2334
C_G1,Carlos González,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_G1,2023-01-17T14:29:29.987,H2335
DWG1,Danielle W. Gregoire,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DWG1,2023-01-17T13:48:59.657,H2336
PAH1,Patricia A. Haddad,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/PAH1,2023-01-18T16:09:55.403,H2337
JKH1,James K. Hawkins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JKH1,2023-01-13T12:13:51.67,H2338
JKH1,James K. Hawkins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JKH1,2023-01-18T11:32:12.853,H2339
AJS1,Adam Scanlon,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJS1,2023-01-10T13:46:23.03,H234
JKH1,James K. Hawkins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JKH1,2023-01-19T08:22:00.04,H2340
C_H1,Christopher Hendricks,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_H1,2023-01-05T10:19:10.843,H2341
N_H1,Natalie M. Higgins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/N_H1,2023-01-17T11:51:46.317,H2342
N_H1,Natalie M. Higgins,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/N_H1,2023-01-17T11:53:35.677,H2343
REH1,Russell E. Holmes,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/REH1,2023-01-20T11:13:22.81,H2344
SSH1,Steven S. Howitt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SSH1,2023-01-18T08:40:42.497,H2345
SSH1,Steven S. Howitt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/SSH1,2023-01-18T09:47:08.783,H2346
djh1,Daniel J. Hunt,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/djh1,2023-01-17T21:05:41.313,H2347
MSK1,Mary S. Keefe,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MSK1,2023-01-09T18:04:41.04,H2348
K_K1,Kay Khan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/K_K1,2023-01-17T09:25:57.677,H2349
AJS1,Adam Scanlon,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJS1,2023-01-11T21:46:35.373,H235
K_K1,Kay Khan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/K_K1,2023-01-17T09:30:50.36,H2350
K_K1,Kay Khan,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/K_K1,2023-01-13T11:12:58.887,H2351
M_K1,Meghan Kilcoyne,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/M_K1,2023-01-19T12:34:00.337,H2352
MPK1,Michael P. Kushmerek,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MPK1,2023-01-19T16:40:35.413,H2353
MPK1,Michael P. Kushmerek,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MPK1,2023-01-18T12:36:39.397,H2354
KPL1,Kathleen R. LaNatra,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/KPL1,2023-01-10T12:57:57.927,H2355
DAL1,David Henry Argosky LeBoeuf,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DAL1,2023-01-10T15:43:48.627,H2356
JPL1,Jack Patrick Lewis,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JPL1,2023-01-19T14:35:44.35,H2357
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-19T16:07:37.38,H2358
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-19T16:20:21.977,H2359
TMS2,Todd M. Smola,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TMS2,2023-01-12T16:16:20.24,H236
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-12T13:58:52.137,H2360
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-12T14:02:16.293,H2361
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-12T14:03:14.92,H2362
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-12T14:06:10.533,H2363
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-12T14:07:04.03,H2364
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-12T14:07:39.283,H2365
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-12T14:08:08.987,H2366
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-12T14:08:43.367,H2367
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-12T14:10:06.077,H2368
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-20T12:32:42.127,H2369
JRT1,Jeffrey Rosario Turco,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JRT1,2023-01-18T12:49:49.097,H237
DPL1,David Paul Linsky,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DPL1,2023-01-20T14:39:10.737,H2370
J_L1,Jay D. Livingstone,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_L1,2023-01-19T16:04:10.267,H2371
J_L1,Jay D. Livingstone,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_L1,2023-01-18T13:40:36.567,H2372
J_L1,Jay D. Livingstone,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/J_L1,2023-01-18T11:41:03.103,H2373
JJM2,John J. Mahoney,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJM2,2023-01-17T13:08:47.553,H2374
JDM1,Joseph D. McKenna,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JDM1,2023-01-11T20:35:01.867,H2375
JDM1,Joseph D. McKenna,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JDM1,2023-01-11T16:22:16.197,H2376
P_M1,Paul McMurtry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/P_M1,2023-01-18T12:09:06.837,H2377
P_M1,Paul McMurtry,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/P_M1,2023-01-20T11:50:56.543,H2378
FAM1,Frank A. Moran,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/FAM1,2023-01-18T16:12:30.26,H2379
C_T1,Chynah Tyler,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_T1,2023-01-17T10:30:49.01,H238
FAM1,Frank A. Moran,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/FAM1,2023-01-13T14:09:15.91,H2380
MJM1,Michael J. Moran,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/MJM1,2023-01-17T14:47:30.7,H2381
DKM1,"David K. Muradian, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DKM1,2023-01-20T13:09:14.893,H2382
JMM1,James M. Murphy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JMM1,2023-01-18T12:16:39.067,H2383
JJO1,James J. O'Day,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JJO1,2023-01-18T00:12:06.477,H2384
AHP1,Alice Hanlon Peisch,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AHP1,2023-01-11T10:01:41.48,H2385
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-11T12:41:07.25,H2386
ERP1,Edward R. Philips,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/ERP1,2023-01-19T12:57:58.733,H2387
WSP1,Smitty Pignatelli,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/WSP1,2023-01-20T12:44:09.02,H2388
AJP1,"Angelo J. Puppolo, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJP1,2023-01-10T14:06:11.483,H2389
C_T1,Chynah Tyler,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/C_T1,2023-01-17T11:22:40.72,H239
AJP1,"Angelo J. Puppolo, Jr.",1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/AJP1,2023-01-19T09:21:28.29,H2390
D_R1,David Allen Robertson,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/D_R1,2023-01-19T21:02:35.177,H2391
D_R1,David Allen Robertson,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/D_R1,2023-01-19T21:05:27.273,H2392
D_R1,David Allen Robertson,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/D_R1,2023-01-19T21:47:22.217,H2393
DMR1,David M. Rogers,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DMR1,2023-01-20T09:19:23.57,H2394
JNR1,Jeffrey N. Roy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JNR1,2023-01-04T10:12:23.59,H2395
JNR1,Jeffrey N. Roy,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/JNR1,2023-01-04T11:19:22.86,H2396
L_S1,Lindsay N. Sabadosa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_S1,2023-01-19T21:59:40.82,H2397
L_S1,Lindsay N. Sabadosa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_S1,2023-01-19T09:31:46.097,H2398
L_S1,Lindsay N. Sabadosa,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/L_S1,2023-01-19T18:07:16.28,H2399
,Massachusetts Teachers' Retirement System,4.0,,2023-03-07T16:47:46.913,H24
DTV1,David T. Vieira,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DTV1,2023-01-19T13:01:47.353,H240
DAS1,Danillo A. Sena,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/DAS1,2023-01-17T15:29:48.253,H2400
A_S1,Alan Silvia,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/A_S1,2023-01-13T10:54:40.443,H2401
TMS2,Todd M. Smola,1.0,http://malegislature.gov/api/GeneralCourts/193/LegislativeMembers/TMS2,2023-01-18T16:04:35.25,H2402
